nama_wisata,alamat,kabupaten,provinsi,deskripsi_wisata,sumber_deskripsi
Pantai atapange,"GHGX+PP2, Lalolang, Kec. Tanete Rilau, Kabupaten Barru, Sulawesi Selatan 90761, Indonesia",Kabupaten Barru,Sulawesi Selatan,-,-
Bukit Nanas Bette,"CM2W+47, Jangan-Jangan, Kec. Pujananting, Kabupaten Barru, Sulawesi Selatan, Indonesia",Kabupaten Barru,Sulawesi Selatan,"Minasanews.Com.Barru –Bupati Barru A. Ina Kartika Sari SH. M. Si, bersama Wakil Bupati Barru Abustan A. Bintang melakukan panen nenas di Dusun Bette Desa Jangan Jangan Kecamatan Pujananting, Kamis (24/4/2025).",https://minasanews.com/nenas-unggulan-dusun-bette-dukung-swasembada-pangan-3-juta-ton/
Tugu tongku Tambee desa Landangi,"G4HG+HR, Matano, Kec. Nuha, Kabupaten Luwu Timur, Sulawesi Selatan 92983, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,"Penalutim.com, Luwu Timur – Pengembangan Pariwisata Agro-Ekonomi Desa Adat suku Tambee Landangi, Luwu Timur berawal dari pemikiran bahwa di kawasan ini terdapat potensi yang sangat besar dari segi ketersediaan lahan, sejarah dan kebudayaan masyarakat lokal khususnya masyarakat suku Tambee.",https://www.penalutim.com/2020/07/23/csr-ptvi-gandeng-yayasan-aliksa-organik-kembangkan-wisata-agro-desa-adat-suku-tambee-luwu-timur/
Humusu Beach,"GJW5+2WP, Kulur II, Kec. Tabukan Tengah, Kabupaten Kepulauan Sangihe, Sulawesi Utara, Indonesia",Kabupaten Kepulauan Sangihe,Sulawesi Utara,"Jelajahi keindahan, budaya, dan petualangan Indonesia di Wisata Indonesia.Spot lain yang tidak boleh ketinggalan adalah Pink Beach atau yang dikenal sebagai Pantai Merah oleh masyarakat lokal. Sobat Pesona tahu enggak?",https://www.indonesia.travel/id/id/
BATU SENGGELOHE,"Unnamed Road, GF2P+R7R, Kec. Manganitu, Kabupaten Kepulauan Sangihe, Sulawesi Utara, Indonesia",Kabupaten Kepulauan Sangihe,Sulawesi Utara,Desa Lebo memiliki sebuah objek wisata yakni Pulau Senggelohe. Pulau Senggelohe adalah sebuah pulau batu yang terletak di laut dekat pantai Desa Lebo. Pulau ini merupakan destinasi wisata berupa keindahan alam bawah laut untuk penyelaman.,"https://id.wikipedia.org/wiki/Lebo,_Manganitu,_Kepulauan_Sangihe"
Desa Wisata Towale 2019,"7MFJ+H59, Ampera - Surumana, Towale, Kec. Banawa Tengah, Kabupaten Donggala, Sulawesi Tengah 94351, Indonesia",Kabupaten Donggala,Sulawesi Tengah,OpenSID merupakan aplikasi bersifat Open Source. Dikembangkan oleh OpenDesa demi mendukung keterbukaan informasi dan digitalisasi Desa diseluruh Indonesia,https://desatowale.com/artikel/kategori/desa-wisata
Pasir putih/ Sivalenta bose,"RRM3+9G5, Lende, Kec. Sirenja, Kabupaten Donggala, Sulawesi Tengah, Indonesia",Kabupaten Donggala,Sulawesi Tengah,Di antaranya adalah wisata Pantai Sivalenta yang ada di Provinsi Sulawesi Tengah. Provinsi ini adalah salah satu wilayah yang memiliki wisata pantai dengan pemandangan indah dan menarik.,https://www.pantainesia.com/pantai-sivalenta
Pantai Matano,"FX7C+27, Matano, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah, Indonesia",Kabupaten Morowali,Sulawesi Tengah,"Danau Matano adalah sebuah danau tektonik dengan ukuran panjang 28 kilometer dan lebar 8 kilometer di Sulawesi Selatan , tepatnya berada di ujung timur provinsi Sulawesi Selatan, berbatasan dengan Sulawesi Tengah. Danau ini berada sekitar 50 km dari kota Malili (Ibu kota Kabupaten Luwu Timur). [ 2 ]",https://id.wikipedia.org/wiki/Danau_Matano
Air Terjun Lalengan,"MR6R+7PX, Lalengan, Kec. Buko, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94881, Indonesia",Kabupaten Banggai Kepulauan,Sulawesi Tengah,"Kabupaten Banggai, Sulawesi Tengah, menyimpan pesona tersembunyi yang siap memanjakan mata para pelancong. Salah satunya adalah Air Terjun Lalengan, sebuah wisata alam yang menawarkan keindahan alam yang masih asri dan udara yang segar. Terletak di Desa Lalengan, Kecamatan Bulagi Selatan, air terjun ini menjadi destinasi favorit bagi para pecinta alam dan petualangan.",https://klikbanggai.id/tempat-wisata-alam-air-terjun-lalengan-banggai/
Tebingkai,"M7GR+HH8, Jl. Bukit Trikora, Tompudau, Tinangkung, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94885, Indonesia",Kabupaten Banggai Kepulauan,Sulawesi Tengah,-,-
Pantai Desa Bahari,"8P97+W4, Bahari, Kabupaten Buton, Sulawesi Tenggara, Indonesia",Kabupaten Buton,Sulawesi Tenggara,"Kabupaten Buton Selatan di Sulawesi Tenggara merupakan wilayah yang dianugerahi garis pantai yang dramatis dan kekayaan bawah laut yang luar biasa. Di antara sekian banyak destinasi yang mulai bersinar, Pantai Bahari yang terletak di Desa Bahari, Kecamatan Sampolawa, muncul sebagai ikon wisata alam yang menawarkan kombinasi sempurna antara tebing karst yang megah, hamparan pasir putih yang halus, serta ekosistem laut yang masih perawan.",https://www.geokepo.id/id/lokasi/buton-selatan/pantai-bahari
Permandian Lowi Malo,"7W8P+M44, Taubonto, Kec. Rarowatu, Kabupaten Bombana, Sulawesi Tenggara, Indonesia",Kabupaten Bombana,Sulawesi Tenggara,"BOMBANA,FOKUSTENGGARA.COM -Kepala Dinas Pekerjaan Umum dan Penataan Ruang (PUPR) Kabupaten Bombana, Syahrun menilai permandian “Air Terjun Sangkona” berpotensi menjadi wisata permandian keluarga didalam Ibu Kota Kabupaten, Kecamatan Rumbia.",https://www.fokustenggara.com/kadis-pupr-bombana-survei-lokasi-permandian-air-terjun-sangkona-potensi-wisata-dalam-ibu-kota-bombana/
PANTAI LA DADO,"P73G+JC, Balobone, Kec. Mawasangka, Kabupaten Buton, Sulawesi Tenggara, Indonesia",Kabupaten Buton,Sulawesi Tenggara,"Sementara itu, Fahmi warga dari Raha Kabupaten Muna yang berlibur ke pantai tersebut manjadi tempat pilihan untuk piknik dan menghabiskan waktu bersama keluarganya yang tak ketinggalan momen. “Awalnya kesini melihat story teman-temanku orang Muna di Whatsapp berlibur kesini suasana rame sekali dan banyak objek wisatanya yang menarik perhatian dan menjadi kesempatan bagi kami untuk berkumpul dan baru pertama kali saya ke pantai ini,” ucapnya. Diketahui, Pengunjung hanya dipatok tarif Rp. 5000 untuk kendaraan roda dua, dan Rp. 10.000-50.000 untuk kendaraan Roda empat. Salah satu Pantai tersebut...",https://faktual.net/libur-lebaran-tiga-pantai-berderetan-di-buteng-diserbu-pengunjung-berbagai-daerah/
Pantai Palahidu,"4265+C3G, Palahidu, Binongko, Kabupaten Wakatobi, Sulawesi Tenggara, Indonesia",Kabupaten Wakatobi,Sulawesi Tenggara,"Wisata di darat yang menarik perhatian antara lain adalah panorama Puncak Koncu Kapala Wali, Pantai Palahidu, Pantai Pasir Panjang, Pantai Yoro, Pantai Buku, Pantai Wee, dan Pantai Belaa. Selain itu, terdapat sejumlah situs keramat di Pulau Binongko, antara lain Kuburan Jmapu, Benteng Taduna, Sasi Adat Wali, Pantai Mbara-mbara, Pantai Latuempo, Hutan Latuempo, Pantai Sampua Bueya, Mangrove Sampua Bueya, Goa Waode Goa, Makam Waode Goa, Lawa Koncu Patua Wali, Makam La Simbou Mane, Lawa La Simbou Mane, Masjid Tua Koncu Kapala, Baruga Koncu Kapala, Lawa Warido Mata, Lawa Watumbero, Goa Lasikori,...",https://jelajah.kompas.id/terumbu-karang/baca/wakatobi-surga-wisata-laut-dan-budaya/
Bukit tinggi TARANGGADING,"9R6G+Q2, Rangas, Kec. Simboro Dan Kepulauan, Kabupaten Mamuju, Sulawesi Barat, Indonesia",Kabupaten Mamuju,Sulawesi Barat,Kota Bukittinggi memiliki tingkat perekonomian terbesar kedua di daerah Sumatera Barat ini ternyata memiliki banyak sekali tempat destinasi wisata yang sangat menarik untuk dikunjungi.,https://hargatiketjadwal.com/tempat-wisata-di-bukittinggi/
Karampuang Island,"9V8H+9J7, Unnamed Road, Pulau, Karampuang",Kabupaten Sinjai,Sulawesi Selatan,"Karampuang secara etimologis berasal dari perpaduan kata ""karaeng"" dan ""puang"", karena pengaruh gejala bahasa berupa alomorf eng menjadi m . Keduanya menunjuk dua entitas dari dua kerajaan besar di Sulawesi Selatan dahulu, yaitu Kerajaan Bone dan Kerajaan Gowa . Raja Gowa (Karaeng) dan Raja Bone (Puang) menjadi simbol gelar kekuasaan dan kepemimpinan dalam sebuah peristiwa bersejarah di masa lalu. Karena wilayah Maros merupakan wilayah perebutan dan pengaruh kekuasaan dari dua kerajaan besar tersebut. [ 5 ] [ 6 ] [ 7 ] [ 8 ]",https://id.wikipedia.org/wiki/Leang_Karampuang
Bukit Layang,"G3F4+3GR, Tenda, Kec. Hulonthalangi, Kabupaten Gorontalo, Gorontalo 96133, Indonesia",Kabupaten Gorontalo,Gorontalo,"Bukit Layang Gorontalo merupakan salah satu objek wisata yang terletak di Kelurahan Siendeng, Kecamatan Hulonthalangi, Kota Gorontalo . Bukit ini berada di ketinggian 700 meter di atas permukaan laut. [ 1 ] Letaknya kurang lebih 3 kilometer dari pusat kota, sehingga hanya perlu 10 sampai 15 menit untuk sampai di Bukit Layang Gorontalo. [ 2 ] Bukit Layang Gorontalo diresmikan menjadi lokasi wisata pada tahun 2017. [ 1 ]",https://id.wikipedia.org/wiki/Bukit_Layang_Gorontalo
Air Terjun Milango Lo Jini,"J49P+75, Lonuo, Kec. Tilongkabila, Kabupaten Bone Bolango, Gorontalo, Indonesia",Kabupaten Bone Bolango,Gorontalo,-,-
Wisata Kapal Pinisi Makassar,"VC44+FR7 Sewa Kapal Pinisi, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90111, Indonesia",Kota Makassar,Sulawesi Selatan,"Jangan tunda lagi, segera pesan kapal pinisi Makassar untuk liburan atau acara spesial Anda. Klik tombol di bawah atau hubungi tim kami",https://kapalpinisimakassar.com/
Istana KARST,"3JM2+V2F, Bontonlempangan, Kabupaten Maros",Kabupaten Maros,Sulawesi Selatan,"Menurut laporan Tribun Timur, Nurul Hidayah, Istana Karst merupakan tempat wisata yang cocok dikunjungi untuk merayakan momen liburan bersama teman atau keluarga.",https://travel.tribunnews.com/2021/11/23/travel-update-jelajah-wisata-karst-tempat-wisata-di-maros-untuk-liburan-akhir-pekan
Air Terjun Sali Sali,"Unnamed Road, JF59+GF9, Sali Sali, Kec. Lembang, Kabupaten Pinrang, Sulawesi Selatan 91254, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,"Tempat wisata Pinrang Puncak Karomba ini lokasinya berada di Desa Sali-sali, Kecamatan Lembang dan baru dibuka sekitar 2016 lalu. Kini tak sedikit orang sudah mulai mengabadikan keberadaan mereka di tempat ini.",https://id.wikipedia.org/wiki/Kabupaten_Pinrang
Wisata Alam Panyili,"J5WP+RQ5, Panyili, Kec. Dua Boccoe, Kabupaten Bone, Sulawesi Selatan 92753, Indonesia",Kabupaten Bone,Sulawesi Selatan,"Panyili yito tala tuwawu lo desa to Kecamatan Dua Boccoe, Kabupaten Bone, Provinsi Sulawesi Selatan, Indonesia.","https://gor.wikipedia.org/wiki/Panyili,_Dua_Boccoe,_Bone"
"Walimpong, Desa Barae","G24G+F68, Barae, Kec. Mario Riwawo, Kabupaten Soppeng, Sulawesi Selatan, Indonesia",Kabupaten Soppeng,Sulawesi Selatan,Artikel bertopik kelurahan atau desa di Indonesia ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya .,"https://id.wikipedia.org/wiki/Barae,_Marioriwawo,_Soppeng"
Wisata Goa Batu Maupa,"MQ2P+725, Salu Dewata, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91754, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,"Tempatnya bagus deh, pemandangannya indah, buat kalian yang udah bosen sama hiruk pikuk kegiatan kalian, cocok banget buat wisata kesini!!",https://saludewata.digitaldesa.id/potensi/wisata-goa-batu-maupa
Air terjun Kulung-Kulung,"6PVV+JJ, Wiau Lapi, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,"Kabupaten Minahasa Selatan di Sulawesi Utara selama ini mungkin lebih dikenal dengan potensi kelapa dan pesona pesisirnya. Namun, jauh masuk ke dalam dekapan hutan tropisnya, tersimpan sebuah mahakarya alam yang menakjubkan bernama Air Terjun Kulung-Kulung. Terletak di Desa Kilometer Tiga, Kecamatan Amurang, destinasi ini menawarkan simfoni alam yang autentik, memadukan gemuruh air yang jernih dengan rimbunnya vegetasi hutan hujan Minahasa yang masih perawan.",https://www.geokepo.id/id/lokasi/minahasa-selatan/air-terjun-kulung-kulung
Air Terjun Tolei,"7J3M+96Q, Desa, Tumpaan Baru, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,-,-
Wisata Gunung Kulon KotaNagaya,"Wisata Gunung Kulon, Kotanagaya, Kec. Bolano Lambunu, Kabupaten Parigi Moutong, Sulawesi Tengah, Indonesia",Kabupaten Parigi Moutong,Sulawesi Tengah,Segala hal mengenai wisata Desa Kotanagaya.Kabupaten Parigi Moutong. Provinsi Sulawesi Tengah. Kunjungan Website.,https://kotanagaya.digitaldesa.id/wisata
Telaga Liku mebubu,"2HWW+H7, Ulunggolaka, Kabupaten Kolaka",Kabupaten Kolaka,Sulawesi Tenggara,"Selain pemandian air panas, di kawasan wisata alam ini Toppers bisa melihat tebing-tebing batu hingga gua-gua telaga yang memiliki panorama sangat eksotis.",https://www.tokopedia.com/blog/travel-tempat-wisata-kolaka-terbaik/
Wuna Waterfront City (WWC),"5P7J+F5, Raha I, Kabupaten Muna, Sulawesi Tenggara, Indonesia",Kabupaten Muna,Sulawesi Tenggara,"TURISIAN.com – Museum Bharugano Wuna berada di Raha, Kabupaten Muna yang merupakan salah satu pulau di Sulawesi Tenggara (Sultra). Sobat Turisian jika berlibur ke Sultra bisa mampir ke destinasi wisata edukasi menarik untuk mengenal sejarah peradaban Pulau Muna.",https://turisian.com/2022/05/31/museum-bharugano-wuna-wisata-edukasi-menarik-di-pulau-muna-sulawesi-tenggara/
Kebun bapa ijo,"4JJG+4FC, Liabalano, Kabupaten Muna",Kabupaten Muna,Sulawesi Tenggara,"Rambutan adalah jenis buah yang banyak ditemukan di muna barat. ada banyak sekali kebun-kebun buah rambutan di daerah ini terutama di daerah tiworo kepulaun. ketika musim rambutan datang, sekitar bulan … Baca lebih lanjut →",https://fauzihisbullah.wordpress.com/
Air Terjun Barrasa,"HRQM+5H7, Unnamed Road, Rappoala, Kec. Tompobulu, Kabupaten Gowa, Sulawesi Selatan 92175, Indonesia",Kabupaten Gowa,Sulawesi Selatan,-,-
MAROLAND,"HJQW+FR, Sepee",Kabupaten Pasangkayu,Sulawesi Barat,-,-
Patung Arung Palakka di situs Kelahiran,"Jalan Tetti Kenrare, Jl. Soppeng-Takalala, Labessi, Kec. Mario Riwawo, Kabupaten Soppeng, Sulawesi Selatan 90862, Indonesia",Kabupaten Soppeng,Sulawesi Selatan,"Oct 9, 2022 · Soppeng, Celebesindo.com,-Bupati Soppeng yang diwakili oleh Asisten Satu Drs. Andi Makkaraka. M.Si, menghadiri Pesta Adat Pattaungeng Situs Arung Palakka yang digelar di Tettikenrarae Kecamatan Marioriwawo Kabupaten Soppeng 5 Oktober 2022.",https://www.celebesindo.com/2022/10/ini-pesan-bupati-pada-pesta-adat.html
Air Terjun Gamaccayya,"Unnamed Road, M246+VQ2, Kindang, Kec. Kindang, Kabupaten Bulukumba, Sulawesi Selatan 92662, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,"Air Terjun Gamaccayya terletak di Dusun Gamaccayya, Kec. Kindang Kabupaten Bulukumba. Air Terjun Gamacayya memiliki tinggi menjulang dan debit airnya lebih besar dibanding air terjun lain disekitarnya. Dikelilingi oleh pepohonan dengan udara yang sejuk.",https://jadesta.kemenpar.go.id/atraksi/air_terjun_gamaccayya
Air terjun Tuangloe,"CPRH+VJ, Datara, Kec. Bontoramba, Kabupaten Jeneponto, Sulawesi Selatan 90244, Indonesia",Kabupaten Jeneponto,Sulawesi Selatan,Air terjun Dan Pesona Alam yg begitu asri serta Binatang Yg dalam hal Ini Capung Yg begitu memanjakan Mata.Desa Wisata Air Terjun Tuangloe. 082188034772. Desa Datara Kecamatan Bontoramba Kabupaten Jeneponto Provinsi Sulawesi Selatan.,https://sulsel.jadesta.com/atraksi/air_terjun_tuang_loe
Eduwisata Bahari BPPP Bitung,"F657+498, Jl. Tandurusa, Tandurusa, Aertembaga, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara,"Keterangan Gambar : Sensasi Wisata Sambil Belajar di SFV (Smart Fisheries Village) Eduwisata Bitung, Sulawesi Utara. Fesa Perikanan Cerdas adalah salah satu eduwisata di Bitung. Foto: KKP",https://indonesiamaritimenews.com/desa-perikanan-smart-fisheries-village-bitung-sensasi-wisata-bahari-sambil-belajar
Air Terjun Tonsealama,"8WGC+CQG, Jl. Tondano - Airmadidi, Tonsea Lama, Kec. Tondano Utara, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,"Setelah suku Tonsea tersebar secara merata di Minahasa Utara maka tempat permukiman pertama orang Tonsea ini mereka sebut “Kembuan” atau mata air. Mereka membayangkan perjalanannva dari Kembuan hingga tersebar di kaki gunung Tamporok dan di seluruh Minahasa Utara ibarat sebuah mata air yang mengalir membasahi setiap jengkal tanah di Minahasa. Dengan demikian negeri Kembuan dianggap sebagai pusat penyebaran suku Tonsea, sehingga negeri ini diberi sebutan “Wanua Tu’a” diganti dengan Tonsealama, Distrik Airmadidi.","https://id.wikipedia.org/wiki/Tonsea_Lama,_Tondano_Utara,_Minahasa"
Air terjun Soguo,"9XW8+75F, Salongo Tim., Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,"Sep 8, 2025 · TEMPAT WISATA - Air terjun Desa Soguo, Kecamatan Bolaang Uki, Kabupaten Bolsel, Sulawesi Utara. Surga tersembunyi yang belum terjamah wisatawan. TRIBUNMANADO.COM, BOLSEL - Tak hanya pantai, Kabupaten Bolaang Mongondow Selatan (Bolsel) di Sulawesi Utara juga menyimpan beberapa air terjun cantik yang ...",https://manado.tribunnews.com/bolsel/1846747/air-terjun-soguo-bolsel-surga-tersembunyi-yang-belum-banyak-dijamah-wisatawan
Kolongko Beach,"CX8P+C4, Tudua, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah, Indonesia",Kabupaten Morowali,Sulawesi Tengah,-,-
Danau Alani,"GV64+3JW, Desa, Alani, Kec. Buko Selatan, Kabupaten Banggai Kepulauan, Sulawesi Tengah, Indonesia",Kabupaten Banggai Kepulauan,Sulawesi Tengah,"Banggai Kepulauan. Dibalik keindahan Danau Bundala Alani, terdapat cerita sejarah yang berkembang di masyarakat. Dahulu kala, hiduplah seorang gadis cantik bernama Lemelu.",https://www.banggaikepulauan.com/wisata-dan-budaya/danau-bundala-alani
Monumen Teluk Lalong,KH. Samanhudi,Kabupaten Banggai,Sulawesi Tengah,"Teluk Lalong terletak di pusat kota Luwuk , Kabupaten Banggai , Sulawesi Tengah . Memiliki luas ±700–850 m. [ 1 ] Merupakan tempat berlabuhnya kapal dari beberapa Kabupaten hingga Provinsi. [ 1 ] Tempat bersantai untuk kalangan muda hingga dewasa pada sore hingga malam hari. Disekitar teluk berjajar kafe-kafe yang menjual makanan ringan hingga makanan berat. [ 2 ] Terdapat RTH (Ruang Terbuka Hijau) yang di bangun oleh pemerintah setempat sekitar tahun 2016.",https://id.wikipedia.org/wiki/Teluk_Lalong
Danau Lemelu,"Desa Emelu, Kec. Buko Selatan, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94881, Indonesia",Kabupaten Banggai Kepulauan,Sulawesi Tengah,"Danau Lemelu adalah kawasan danau vulkanik yang ada di Pulau Peling, kabupaten kepulauan Banggai, Provinsi Sulawesi Tengah.",https://kataomed.com/danau/pesona-danau-lemelu-pulau-peling-danau-unik-di-sulawesi-tengah
Balai Kesenian Desa Campurjo,"Balai Kesenian, Campurjo, Kec. Wonomulyo, Kabupaten Polewali Mandar, Sulawesi Barat 91352, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,"Kepala Dinas Pemuda Olahraga dan Pariwisata Kabupaten Polewali Mandar, Andi Masri Masdar, S.Sos., M.Si menghadiri undangan Launching Balai Kesenian Desa Campurjo, Kecamatan Wonomulyo. Peresmian dilakukan oleh Pj. BupatiPolewali Mandar, Drs. Muhammad Ilham Borahima beserta Direktur Pembangunan Sarana dan Prasarana Desa dan Pedesaan Kementerian Desa, Pembangunan Daerah Tertinggal dan Transmigrasi, Nursaid Mustafa, S.Sos., M.M pada tanggal 12 Februari 2024.",https://dinaspop.polmankab.go.id/Front/kegiatandetail/1707980299521-launching-balai-kesenian-desa-campurjo-kecamatan-wonomulyo
Kolam Pancing Firtia Desa Lomaya,"J3GM+2Q2, Lomaya, Kec. Bulango Utara, Kabupaten Bone Bolango, Gorontalo 96181, Indonesia",Kabupaten Bone Bolango,Gorontalo,"Kabupaten Bone Bolango terdiri dari 18 kecamatan , 5 kelurahan , dan 160 Desa . Pada tahun 2017, Luas wilayahnya mencapai 1.984,31 km² dan jumlah penduduk 160.154 jiwa dengan sebaran penduduk 81 jiwa/km². [ 11 ] [ 12 ]",https://id.wikipedia.org/wiki/Kabupaten_Bone_Bolango
Danau Paku'E,"RMQM+JXF, Nepo, Kec. Mallusetasi, Kabupaten Barru, Sulawesi Selatan 90753, Indonesia",Kabupaten Barru,Sulawesi Selatan,"Danau Paku'E, barru.Tiba di Danau Pakue, pengunjung bisa menikmati berbagai aktivitas menarik. Area camping di tepi danau sangat cocok untuk Anda yang ingin bermalam di alam terbuka. Bagi pecinta memancing, danau ini juga bisa menjadi tempat mancing.",https://atourin.com/marketplace/attraction/danau-pakue
